Region,Crop,Year,Production_Tonnes,Population
Region_06,Maize,2017,55291,725872
Region_06,Maize,2017,119074,516399
Region_06,Maize,2017,150456,826938
Region_06,Maize,2018,57960,697132
Region_06,Maize,2018,146225,159671
Region_06,Maize,2018,134832,150206
Region_06,Maize,2018,144414,861519
Region_06,Maize,2018,139773,382261
Region_06,Maize,2018,97561,1000000
Region_06,Maize,2018,133187,464827
Region_06,Maize,2019,216310,1000000
Region_06,Maize,2019,93151,494129
Region_06,Maize,2019,66503,706698
Region_06,Maize,2019,103420,608221
Region_06,Maize,2019,106951,62661
Region_06,Maize,2019,151628,202188
Region_06,Maize,2019,136913,453410
Region_06,Maize,2020,98182,388798
Region_06,Maize,2020,77086,454708
Region_06,Maize,2020,84574,889437
Region_06,Maize,2020,215012,362279
Region_06,Maize,2020,69689,917753
Region_06,Maize,2020,39403,910109
Region_06,Maize,2020,44797,555378
Region_06,Maize,2021,139864,337008
Region_06,Maize,2021,58465,654071
Region_06,Maize,2021,80022,364561
Region_06,Maize,2021,25552,654498
Region_06,Maize,2021,197209,434474
Region_06,Maize,2021,165113,528656
Region_06,Maize,2021,159173,339944
Region_06,Maize,2022,57585,750333
Region_06,Maize,2022,181932,122867
Region_06,Maize,2022,143551,197436
Region_06,Maize,2022,129298,341410
Region_06,Maize,2022,240132,459866
Region_06,Maize,2022,197920,667564
Region_06,Maize,2022,126477,543283
Region_06,Maize,2023,68704,722851
Region_06,Maize,2023,149830,388048
Region_06,Maize,2023,87292,106469
Region_06,Maize,2023,189828,834256
Region_06,Maize,2023,192373,859778
Region_06,Maize,2023,152343,865427
Region_06,Maize,2023,86543,490440
Region_06,Pulses,2015,99105,596631
Region_06,Pulses,2015,126084,490147
Region_06,Pulses,2015,51284,255172
Region_06,Pulses,2015,14724,810792
Region_06,Pulses,2015,62672,119212
Region_06,Pulses,2015,63789,611443
Region_06,Pulses,2015,153522,407063
Region_06,Pulses,2016,21237,720368
Region_06,Pulses,2016,3156,246499
Region_06,Pulses,2016,44972,650517
Region_06,Pulses,2016,68656,323979
Region_06,Pulses,2016,42812,942547
Region_06,Pulses,2016,70960,625217
Region_06,Pulses,2016,4478,900648
Region_06,Pulses,2017,40195,928901
Region_06,Pulses,2017,94550,258350
Region_06,Pulses,2017,120652,352896
Region_06,Pulses,2017,500,1000000
Region_06,Pulses,2017,102075,588083
Region_06,Pulses,2017,500,892850
Region_06,Pulses,2017,133603,879145
Region_06,Pulses,2018,70572,277996
Region_06,Pulses,2018,500,985446
Region_06,Pulses,2018,33733,893012
Region_06,Pulses,2018,44125,931413
Region_06,Pulses,2018,124634,622729
Region_06,Pulses,2018,84697,965575
Region_06,Pulses,2018,43988,272471
Region_06,Pulses,2019,7158,194019
Region_06,Pulses,2019,102837,968727
Region_06,Pulses,2019,71481,680083
Region_06,Pulses,2019,115985,365799
Region_06,Pulses,2019,74202,751887
Region_06,Pulses,2019,28452,959944
Region_06,Pulses,2019,27463,666021
Region_06,Pulses,2020,129270,840468
Region_06,Pulses,2020,32951,159850
Region_06,Pulses,2020,500,657290
Region_06,Pulses,2020,27723,396463
Region_06,Pulses,2020,31205,57410
Region_06,Pulses,2020,45699,298805
Region_06,Pulses,2020,39411,802431
Region_06,Pulses,2021,200236,784014
Region_06,Pulses,2021,73830,866616
Region_06,Pulses,2021,45551,186119
Region_06,Pulses,2021,100366,568799
Region_06,Pulses,2021,33456,756513
Region_06,Pulses,2021,45310,968139
Region_06,Pulses,2021,124330,899058
Region_06,Pulses,2022,47062,101546
Region_06,Pulses,2022,68848,1000000
Region_06,Pulses,2022,165677,323061
Region_06,Pulses,2022,114471,754683
Region_06,Pulses,2022,119384,481534
Region_06,Pulses,2022,68937,468156
Region_06,Pulses,2022,127870,225622
Region_06,Pulses,2023,500,993100
Region_06,Pulses,2023,104600,856458
Region_06,Pulses,2023,173528,557779
Region_06,Pulses,2023,54336,80591
Region_06,Pulses,2023,125801,736674
Region_06,Pulses,2023,117015,773270
Region_06,Pulses,2023,51270,978096
Region_06,Millet,2015,69274,499832
Region_06,Millet,2015,71452,578801
Region_06,Millet,2015,102916,497463
Region_06,Millet,2015,65251,533315
Region_06,Millet,2015,184200,343109
Region_06,Millet,2015,55553,892592
Region_06,Millet,2015,59650,777398
Region_06,Millet,2016,66268,818200
Region_06,Millet,2016,73677,616609
Region_06,Millet,2016,500,828230
Region_06,Millet,2016,9559,524387
Region_06,Millet,2016,87946,492861
Region_06,Millet,2016,195791,186082
Region_06,Millet,2016,60703,139694
Region_06,Millet,2017,98911,975420
Region_06,Millet,2017,203762,152369
Region_06,Millet,2017,63294,887387
Region_06,Millet,2017,500,620106
Region_06,Millet,2017,79091,765783
Region_06,Millet,2017,86849,948854
Region_06,Millet,2017,163232,711711
Region_06,Millet,2018,47930,961214
Region_06,Millet,2018,175788,1000000
Region_06,Millet,2018,56298,279034
Region_06,Millet,2018,105203,660605
Region_06,Millet,2018,124966,620857
Region_06,Millet,2018,124587,657025
Region_06,Millet,2018,67962,676078
Region_06,Millet,2019,87394,1000000
Region_06,Millet,2019,71531,204095
Region_06,Millet,2019,129832,664192
Region_06,Millet,2019,68446,350947
Region_06,Millet,2019,109794,793674
Region_06,Millet,2019,167512,444057
Region_06,Millet,2019,79908,973227
Region_06,Millet,2020,70896,441223
Region_06,Millet,2020,169117,596939
Region_06,Millet,2020,110612,975989
Region_06,Millet,2020,37215,691970
Region_06,Millet,2020,222776,301154
Region_06,Millet,2020,193628,396332
Region_06,Millet,2020,151193,988575
Region_06,Millet,2021,165386,778196
Region_06,Millet,2021,197093,475540
Region_06,Millet,2021,110156,148187
Region_06,Millet,2021,500,690622
Region_06,Millet,2021,144483,612049
Region_06,Millet,2021,31963,322798
Region_06,Millet,2021,75803,154534
Region_06,Millet,2022,100382,231583
Region_06,Millet,2022,164059,1000000
Region_06,Millet,2022,79735,919970
Region_06,Millet,2022,83421,815154
Region_06,Millet,2022,28008,534113
Region_06,Millet,2022,46484,401527
Region_06,Millet,2022,80002,909968
Region_06,Millet,2023,114848,787742
Region_06,Millet,2023,127806,595998
Region_06,Millet,2023,103093,325723
Region_06,Millet,2023,103148,634988
Region_06,Millet,2023,142687,501522
Region_06,Millet,2023,138937,414986
Region_06,Millet,2023,110633,166152
Region_07,Wheat,2015,162653,348122
Region_07,Wheat,2015,138531,575218
Region_07,Wheat,2015,103572,660091
Region_07,Wheat,2015,170571,299813
Region_07,Wheat,2015,113554,605987
Region_07,Wheat,2015,226851,286282
Region_07,Wheat,2015,217342,904110
Region_07,Wheat,2016,213453,612952
Region_07,Wheat,2016,193391,960594
Region_07,Wheat,2016,92315,924661
Region_07,Wheat,2016,256543,149278
Region_07,Wheat,2016,214693,406000
Region_07,Wheat,2016,80297,576050
Region_07,Wheat,2016,107348,657857
Region_07,Wheat,2017,97040,65628
Region_07,Wheat,2017,174163,157582
Region_07,Wheat,2017,227707,930961
Region_07,Wheat,2017,192266,739214
Region_07,Wheat,2017,221691,308409
Region_07,Wheat,2017,187326,867656
Region_07,Wheat,2017,115056,1000000
Region_07,Wheat,2018,181358,897307
Region_07,Wheat,2018,214292,404852
Region_07,Wheat,2018,198135,901066
Region_07,Wheat,2018,156021,421456
Region_07,Wheat,2018,224214,977587
Region_07,Wheat,2018,110504,774063
Region_07,Wheat,2018,117074,582704
Region_07,Wheat,2019,195254,415854
Region_07,Wheat,2019,145049,256864
Region_07,Wheat,2019,169651,542935
Region_07,Wheat,2019,231656,216092
Region_07,Wheat,2019,162758,171556
Region_07,Wheat,2019,188052,930631
Region_07,Wheat,2019,165499,570433
Region_07,Wheat,2020,142931,540072
Region_07,Wheat,2020,214446,72215
Region_07,Wheat,2020,146880,288388
Region_07,Wheat,2020,206601,579330
Region_07,Wheat,2020,236604,62340
Region_07,Wheat,2020,138551,851963
Region_07,Wheat,2020,205023,272222
Region_07,Wheat,2021,182621,406661
Region_07,Wheat,2021,197608,195305
Region_07,Wheat,2021,160198,478917
Region_07,Wheat,2021,154176,448969
Region_07,Wheat,2021,265110,321722
Region_07,Wheat,2021,136134,200564
Region_07,Wheat,2021,179207,125955
Region_07,Wheat,2022,197147,786499
Region_07,Wheat,2022,166618,697939
Region_07,Wheat,2022,171380,887252
Region_07,Wheat,2022,205441,101077
Region_07,Wheat,2022,256206,51773
Region_07,Wheat,2022,153879,838658
Region_07,Wheat,2022,209903,963739
Region_07,Wheat,2023,149192,735455
Region_07,Wheat,2023,278162,289211
Region_07,Wheat,2023,112990,76798
Region_07,Wheat,2023,237310,1000000
Region_07,Wheat,2023,193957,226156
Region_07,Wheat,2023,264042,568711
Region_07,Wheat,2023,289446,611986
Region_07,Rice,2015,160666,149210
Region_07,Rice,2015,69869,567008
Region_07,Rice,2015,125951,915367
Region_07,Rice,2015,127882,923148
Region_07,Rice,2015,154941,395919
Region_07,Rice,2015,164228,489470
Region_07,Rice,2015,208370,234477
Region_07,Rice,2016,300000,413715
Region_07,Rice,2016,193287,993831
Region_07,Rice,2016,129620,73058
Region_07,Rice,2016,175572,304913
Region_07,Rice,2016,96858,509351
Region_07,Rice,2016,292840,804751
Region_07,Rice,2016,116360,357851
Region_07,Rice,2017,164926,332507
Region_07,Rice,2017,173759,247326
Region_07,Rice,2017,142039,890297
Region_07,Rice,2017,245186,513434
Region_07,Rice,2017,226777,626397
Region_07,Rice,2017,257579,312096
Region_07,Rice,2017,150769,323464
Region_07,Rice,2018,180104,565444
Region_07,Rice,2018,169432,298634
Region_07,Rice,2018,152623,170103
Region_07,Rice,2018,261457,407602
Region_07,Rice,2018,186329,819351
Region_07,Rice,2018,245526,518039
Region_07,Rice,2018,126844,153269
Region_07,Rice,2019,75725,282191
Region_07,Rice,2019,160284,371104
Region_07,Rice,2019,250876,410084
Region_07,Rice,2019,154586,512975
Region_07,Rice,2019,183984,631980
Region_07,Rice,2019,171187,561792
Region_07,Rice,2019,195195,651728
Region_07,Rice,2020,148612,172505
Region_07,Rice,2020,183570,289535
Region_07,Rice,2020,136863,929908
Region_07,Rice,2020,237842,150197
Region_07,Rice,2020,251165,72852
Region_07,Rice,2020,90959,178414
Region_07,Rice,2020,175639,67627
Region_07,Rice,2021,105452,146045
Region_07,Rice,2021,136371,334656
Region_07,Rice,2021,190401,721009
Region_07,Rice,2021,144992,795794
Region_07,Rice,2021,253247,443741
Region_07,Rice,2021,100785,819486
Region_07,Rice,2021,190653,280748
Region_07,Rice,2022,185105,650777
Region_07,Rice,2022,56514,598738
Region_07,Rice,2022,184890,606289
Region_07,Rice,2022,198004,725718
Region_07,Rice,2022,155100,792905
Region_07,Rice,2022,163372,984237
Region_07,Rice,2022,191998,502767
Region_07,Rice,2023,226507,70250
Region_07,Rice,2023,224940,568311
Region_07,Rice,2023,185148,912022
Region_07,Rice,2023,230760,470938
Region_07,Rice,2023,197210,445250
Region_07,Rice,2023,159931,315707
Region_07,Rice,2023,190836,831542
Region_07,Maize,2015,98771,780601
Region_07,Maize,2015,157438,541609
Region_07,Maize,2015,51574,758024
Region_07,Maize,2015,160429,802430
Region_07,Maize,2015,126816,378974
Region_07,Maize,2015,142943,969694
Region_07,Maize,2015,167689,691984
Region_07,Maize,2016,192090,866841
Region_07,Maize,2016,149076,958584
Region_07,Maize,2016,162299,119422
Region_07,Maize,2016,57946,53652
Region_07,Maize,2016,85666,409451
Region_07,Maize,2016,151425,551436
Region_07,Maize,2016,235604,111065
Region_07,Maize,2017,123562,808020
Region_07,Maize,2017,139817,841158
Region_07,Maize,2017,201597,838225
Region_07,Maize,2017,100497,690593
Region_07,Maize,2017,177266,845367
Region_07,Maize,2017,140538,177001
Region_07,Maize,2017,138549,840179
Region_07,Maize,2018,175190,582278
Region_07,Maize,2018,136704,766145
Region_07,Maize,2018,102069,320412
Region_07,Maize,2018,85948,746796
Region_07,Maize,2018,190308,592944
Region_07,Maize,2018,500,139416
Region_07,Maize,2018,116251,204429
Region_07,Maize,2019,204137,725618
Region_07,Maize,2019,153498,522958
Region_07,Maize,2019,192475,57929
Region_07,Maize,2019,211715,985226
Region_07,Maize,2019,149052,923177
Region_07,Maize,2019,168949,253674
Region_07,Maize,2019,196381,761775
Region_07,Maize,2020,123430,860630
Region_07,Maize,2020,160690,422486
Region_07,Maize,2020,217977,766231
Region_07,Maize,2020,81596,208692
Region_07,Maize,2020,117011,801099
Region_07,Maize,2020,152593,529768
Region_07,Maize,2020,265241,319382
Region_07,Maize,2021,82366,249134
Region_07,Maize,2021,168050,730711
Region_07,Maize,2021,118458,390191
Region_07,Maize,2021,138632,941948
Region_07,Maize,2021,112990,799088
Region_07,Maize,2021,126882,785586
Region_07,Maize,2021,94859,283654
Region_07,Maize,2022,151835,129516
Region_07,Maize,2022,113686,749231
Region_07,Maize,2022,106641,157937
Region_07,Maize,2022,97636,649153
Region_07,Maize,2022,87179,689717
Region_07,Maize,2022,114093,316228
Region_07,Maize,2022,145965,858938
Region_07,Maize,2023,159986,835000
Region_07,Maize,2023,160257,996344
Region_07,Maize,2023,87771,689284
Region_07,Maize,2023,147304,526740
Region_07,Maize,2023,198011,388245
Region_07,Maize,2023,165731,525453
Region_07,Maize,2023,122253,916695
Region_07,Pulses,2015,174095,344241
Region_07,Pulses,2015,500,975924
Region_07,Pulses,2015,83189,313906
Region_07,Pulses,2015,82860,678083
Region_07,Pulses,2015,26455,847183
Region_07,Pulses,2015,91484,998640
Region_07,Pulses,2015,14264,318333
Region_07,Pulses,2016,112554,625688
Region_07,Pulses,2016,95030,960529
Region_07,Pulses,2016,47960,565413
Region_07,Pulses,2016,93801,206770
Region_07,Pulses,2016,69834,957408
Region_07,Pulses,2016,147894,77352
Region_07,Pulses,2016,77586,463015
Region_07,Pulses,2017,148403,398088
Region_07,Pulses,2017,85027,783773
Region_07,Pulses,2017,109158,580238
Region_07,Pulses,2017,23194,176816
Region_07,Pulses,2017,96907,268909
Region_07,Pulses,2017,15506,696516
Region_07,Pulses,2017,42945,859477
Region_07,Pulses,2018,28050,974029
Region_07,Pulses,2018,107298,467063
Region_07,Pulses,2018,184393,904205
Region_07,Pulses,2018,31095,434383
Region_07,Pulses,2018,43054,930360
Region_07,Pulses,2018,24803,862475
Region_07,Pulses,2018,53852,367392
Region_07,Pulses,2019,500,1000000
Region_07,Pulses,2019,71356,566111
Region_07,Pulses,2019,46660,833017
Region_07,Pulses,2019,71353,322078
Region_07,Pulses,2019,129005,669843
Region_07,Pulses,2019,61992,114775
Region_07,Pulses,2019,106614,715691
Region_07,Pulses,2020,169412,607031
Region_07,Pulses,2020,85486,620026
Region_07,Pulses,2020,134245,747155
Region_07,Pulses,2020,151980,124057
Region_07,Pulses,2020,114555,978912
Region_07,Pulses,2020,100697,547094
Region_07,Pulses,2020,72647,123058
Region_07,Pulses,2021,62180,858778
Region_07,Pulses,2021,57702,642108
Region_07,Pulses,2021,66630,989256
Region_07,Pulses,2021,66937,501964
Region_07,Pulses,2021,38435,436802
Region_07,Pulses,2021,100256,676315
Region_07,Pulses,2021,162716,254016
Region_07,Pulses,2022,51182,396809
Region_07,Pulses,2022,135109,634552
Region_07,Pulses,2022,45117,121146
Region_07,Pulses,2022,75268,618607
Region_07,Pulses,2022,61264,420908
Region_07,Pulses,2022,79603,926584
Region_07,Pulses,2022,127108,96044
Region_07,Pulses,2023,500,890827
Region_07,Pulses,2023,69726,440353
Region_07,Pulses,2023,137435,971830
Region_07,Pulses,2023,142099,708468
Region_07,Pulses,2023,99264,853354
Region_07,Pulses,2023,150714,1000000
Region_07,Pulses,2023,110273,960010
Region_07,Millet,2015,132352,940681
Region_07,Millet,2015,120194,856531
Region_07,Millet,2015,96835,309616
Region_07,Millet,2015,113125,365610
Region_07,Millet,2015,124268,939199
Region_07,Millet,2015,500,200904
Region_07,Millet,2015,70936,751044
Region_07,Millet,2016,104011,273237
Region_07,Millet,2016,81822,51754
Region_07,Millet,2016,110571,108925
Region_07,Millet,2016,55497,421802
Region_07,Millet,2016,82774,490675
Region_07,Millet,2016,28051,426378
Region_07,Millet,2016,118206,458818
Region_07,Millet,2017,149297,483973
Region_07,Millet,2017,170194,161852
Region_07,Millet,2017,157614,934185
Region_07,Millet,2017,129455,107623
Region_07,Millet,2017,127307,898833
Region_07,Millet,2017,4428,151382
Region_07,Millet,2017,74090,677173
Region_07,Millet,2018,109101,530898
Region_07,Millet,2018,143885,492344
Region_07,Millet,2018,101482,671143
Region_07,Millet,2018,59331,397212
Region_07,Millet,2018,36474,78184
Region_07,Millet,2018,113348,228159
Region_07,Millet,2018,156889,355238
Region_07,Millet,2019,52119,102602
Region_07,Millet,2019,106586,243464
Region_07,Millet,2019,86106,215378
Region_07,Millet,2019,29686,1000000
Region_07,Millet,2019,136409,880456
Region_07,Millet,2019,128926,480326
Region_07,Millet,2019,44067,116597
Region_07,Millet,2020,179273,686458
Region_07,Millet,2020,210528,189926
Region_07,Millet,2020,186838,75546
Region_07,Millet,2020,199005,59842
Region_07,Millet,2020,168614,224670
Region_07,Millet,2020,34676,387171
Region_07,Millet,2020,87573,348717
Region_07,Millet,2021,39228,594203
Region_07,Millet,2021,51807,660832
Region_07,Millet,2021,86279,178070
Region_07,Millet,2021,30124,348414
Region_07,Millet,2021,117949,602358
Region_07,Millet,2021,99720,841545
Region_07,Millet,2021,11486,529279
Region_07,Millet,2022,76356,106840
Region_07,Millet,2022,29035,739317
Region_07,Millet,2022,92714,924992
Region_07,Millet,2022,134928,962530
Region_07,Millet,2022,179691,257823
Region_07,Millet,2022,75886,228922
Region_07,Millet,2022,97974,194601
Region_07,Millet,2023,500,640875
Region_07,Millet,2023,84474,404785
Region_07,Millet,2023,70261,254956
Region_07,Millet,2023,77513,480663
Region_07,Millet,2023,77596,887742
Region_07,Millet,2023,135102,307526
Region_07,Millet,2023,15719,960067
Region_08,Wheat,2015,159872,839039
Region_08,Wheat,2015,120031,424332
Region_08,Wheat,2015,188930,513415
Region_08,Wheat,2015,237898,887285
Region_08,Wheat,2015,135757,932609
Region_08,Wheat,2015,194014,807945
Region_08,Wheat,2015,203845,264289
Region_08,Wheat,2016,197618,450584
Region_08,Wheat,2016,220196,894728
Region_08,Wheat,2016,143611,741855
Region_08,Wheat,2016,133371,393359
Region_08,Wheat,2016,184627,976612
Region_08,Wheat,2016,121005,225937
Region_08,Wheat,2016,159629,264230
Region_08,Wheat,2017,217104,744275
Region_08,Wheat,2017,214091,488314
Region_08,Wheat,2017,121537,402336
Region_08,Wheat,2017,211262,707866
Region_08,Wheat,2017,164610,143277
Region_08,Wheat,2017,81395,415391
Region_08,Wheat,2017,243868,350838
Region_08,Wheat,2018,119932,414031
Region_08,Wheat,2018,210255,860776
Region_08,Wheat,2018,56670,440462
Region_08,Wheat,2018,140076,191715
Region_08,Wheat,2018,113841,1000000
Region_08,Wheat,2018,270433,809529
Region_08,Wheat,2018,170343,368152
Region_08,Wheat,2019,166209,927497
Region_08,Wheat,2019,242718,648245
Region_08,Wheat,2019,141760,705869
Region_08,Wheat,2019,229914,692518
Region_08,Wheat,2019,101506,877948
Region_08,Wheat,2019,185489,556209
Region_08,Wheat,2019,209599,544673
Region_08,Wheat,2020,171893,465827
Region_08,Wheat,2020,236147,746045
Region_08,Wheat,2020,193622,785193
Region_08,Wheat,2020,211716,631539
Region_08,Wheat,2020,189999,705837
Region_08,Wheat,2020,161701,879787
Region_08,Wheat,2020,85748,828927
Region_08,Wheat,2021,300000,833391
Region_08,Wheat,2021,143542,697903
Region_08,Wheat,2021,244598,728901
Region_08,Wheat,2021,229749,445592
Region_08,Wheat,2021,105396,111348
Region_08,Wheat,2021,254709,779558
Region_08,Wheat,2021,183812,363628
Region_08,Wheat,2022,175783,974271
Region_08,Wheat,2022,214552,338543
Region_08,Wheat,2022,223925,866043
Region_08,Wheat,2022,285647,898177
Region_08,Wheat,2022,197643,757755
Region_08,Wheat,2022,216345,437904
Region_08,Wheat,2022,189619,496749
Region_08,Wheat,2023,176150,381720
Region_08,Wheat,2023,244940,726849
Region_08,Wheat,2023,121607,863838
Region_08,Wheat,2023,229464,64265
Region_08,Wheat,2023,206837,770150
Region_08,Wheat,2023,199732,793200
Region_08,Wheat,2023,213241,505860
Region_08,Rice,2015,194849,956606
Region_08,Rice,2015,104682,343713
Region_08,Rice,2015,114159,385032
Region_08,Rice,2015,185455,567515
Region_08,Rice,2015,175779,309818
Region_08,Rice,2015,206506,676569
Region_08,Rice,2015,87978,891460
Region_08,Rice,2016,294023,254615
Region_08,Rice,2016,146996,951360
Region_08,Rice,2016,276462,261511
Region_08,Rice,2016,119401,928413
Region_08,Rice,2016,236473,201076
Region_08,Rice,2016,71061,746252
Region_08,Rice,2016,230483,409685
Region_08,Rice,2017,118441,211815
Region_08,Rice,2017,38697,945282
Region_08,Rice,2017,182844,102600
Region_08,Rice,2017,164136,748488
Region_08,Rice,2017,63772,520144
Region_08,Rice,2017,222888,613331
Region_08,Rice,2017,219243,872532
Region_08,Rice,2018,71536,74267
Region_08,Rice,2018,144972,842477
Region_08,Rice,2018,239599,457157
Region_08,Rice,2018,254625,115209
Region_08,Rice,2018,222919,884436
Region_08,Rice,2018,198109,632410
Region_08,Rice,2018,117527,349639
Region_08,Rice,2019,133944,788408
Region_08,Rice,2019,155712,103841
Region_08,Rice,2019,256390,216474
Region_08,Rice,2019,137327,875128
Region_08,Rice,2019,261141,83482
Region_08,Rice,2019,215303,376553
Region_08,Rice,2019,149444,91728
Region_08,Rice,2020,160840,462243
Region_08,Rice,2020,193427,102871
Region_08,Rice,2020,252621,381641
Region_08,Rice,2020,204325,622772
Region_08,Rice,2020,168912,480348
Region_08,Rice,2020,170252,212662
Region_08,Rice,2020,182975,454849
Region_08,Rice,2021,121871,655156
Region_08,Rice,2021,153939,211561
Region_08,Rice,2021,263364,301726
Region_08,Rice,2021,285187,937876
Region_08,Rice,2021,198242,878586
Region_08,Rice,2021,194633,686657
Region_08,Rice,2021,235633,67194
Region_08,Rice,2022,144252,524926
Region_08,Rice,2022,180176,250640
Region_08,Rice,2022,175326,625406
Region_08,Rice,2022,289335,853496
Region_08,Rice,2022,241251,530876
Region_08,Rice,2022,175382,122283
Region_08,Rice,2022,156176,133216
Region_08,Rice,2023,104621,220801
Region_08,Rice,2023,164605,84614
Region_08,Rice,2023,139108,77766
Region_08,Rice,2023,190838,565840
Region_08,Rice,2023,178519,73592
Region_08,Rice,2023,143131,206861
Region_08,Rice,2023,162430,942221
Region_08,Maize,2015,111378,68141
Region_08,Maize,2015,61925,118748
Region_08,Maize,2015,104303,798388
Region_08,Maize,2015,66320,603085
Region_08,Maize,2015,115448,564189
Region_08,Maize,2015,148157,782205
Region_08,Maize,2015,155625,212798
Region_08,Maize,2016,102080,625141
Region_08,Maize,2016,239730,266213
Region_08,Maize,2016,93548,138001
Region_08,Maize,2016,189911,443817
Region_08,Maize,2016,119219,833295
Region_08,Maize,2016,130416,985735
Region_08,Maize,2016,153076,611489
Region_08,Maize,2017,159451,356313
Region_08,Maize,2017,108478,954130
Region_08,Maize,2017,133181,322283
Region_08,Maize,2017,209277,961726
Region_08,Maize,2017,163513,133192
Region_08,Maize,2017,189691,409135
Region_08,Maize,2017,38751,788861
Region_08,Maize,2018,194293,911593
Region_08,Maize,2018,141757,297460
Region_08,Maize,2018,120547,944617
Region_08,Maize,2018,136888,231008
Region_08,Maize,2018,277219,471045
Region_08,Maize,2018,138958,840931
Region_08,Maize,2018,111751,924487
Region_08,Maize,2019,79221,892458
Region_08,Maize,2019,176852,853115
Region_08,Maize,2019,154462,364174
Region_08,Maize,2019,84423,554739
Region_08,Maize,2019,134188,828029
Region_08,Maize,2019,160636,730935
Region_08,Maize,2019,84064,898731
Region_08,Maize,2020,111689,523002
Region_08,Maize,2020,120298,265012
Region_08,Maize,2020,123880,984782
Region_08,Maize,2020,150495,191394
Region_08,Maize,2020,99975,535316
Region_08,Maize,2020,181838,454360
Region_08,Maize,2020,55392,811645
Region_08,Maize,2021,27521,650668
Region_08,Maize,2021,148276,780328
Region_08,Maize,2021,109804,677292
Region_08,Maize,2021,144161,649224
Region_08,Maize,2021,120951,135109
Region_08,Maize,2021,210346,654205
Region_08,Maize,2021,217249,50760
Region_08,Maize,2022,165904,755938
Region_08,Maize,2022,241660,277223
Region_08,Maize,2022,156638,269155
Region_08,Maize,2022,137965,205292
Region_08,Maize,2022,171858,129320
Region_08,Maize,2022,173081,958086
Region_08,Maize,2022,129656,135179
Region_08,Maize,2023,265672,920874
Region_08,Maize,2023,87158,376365
Region_08,Maize,2023,161284,545834
Region_08,Maize,2023,230376,935179
Region_08,Maize,2023,105148,74922
Region_08,Maize,2023,118595,430360
Region_08,Maize,2023,177107,423186
Region_08,Pulses,2015,98586,658986
Region_08,Pulses,2015,44512,921915
Region_08,Pulses,2015,92023,244469
Region_08,Pulses,2015,105826,181007
Region_08,Pulses,2015,137214,293463
Region_08,Pulses,2015,147501,627797
Region_08,Pulses,2015,110432,87066
Region_08,Pulses,2016,49424,382387
Region_08,Pulses,2016,101892,669663
Region_08,Pulses,2016,44842,330771
Region_08,Pulses,2016,108462,678789
Region_08,Pulses,2016,102132,956652
Region_08,Pulses,2016,28283,793844
Region_08,Pulses,2016,176193,243019
Region_08,Pulses,2017,151667,1000000
Region_08,Pulses,2017,63476,735733
Region_08,Pulses,2017,37359,865366
Region_08,Pulses,2017,86551,426537
Region_08,Pulses,2017,74733,493715
Region_08,Pulses,2017,173317,577038
Region_08,Pulses,2017,104021,600694
Region_08,Pulses,2018,187163,567653
Region_08,Pulses,2018,171160,473540
Region_08,Pulses,2018,50925,555251
Region_08,Pulses,2018,52652,197334
Region_08,Pulses,2018,104896,91822
Region_08,Pulses,2018,100106,84852
Region_08,Pulses,2018,17766,834608
Region_08,Pulses,2019,52321,580800
Region_08,Pulses,2019,99294,595687
Region_08,Pulses,2019,140232,533509
Region_08,Pulses,2019,154221,296316
Region_08,Pulses,2019,107749,243790
Region_08,Pulses,2019,98905,404814
Region_08,Pulses,2019,33187,310533
Region_08,Pulses,2020,66244,199273
Region_08,Pulses,2020,60531,263435
Region_08,Pulses,2020,26832,407752
Region_08,Pulses,2020,29386,669769
Region_08,Pulses,2020,86845,806081
Region_08,Pulses,2020,71950,195168
Region_08,Pulses,2020,168686,287098
Region_08,Pulses,2021,202712,672839
Region_08,Pulses,2021,23796,298955
Region_08,Pulses,2021,135863,550348
Region_08,Pulses,2021,118908,210164
Region_08,Pulses,2021,89755,907530
Region_08,Pulses,2021,219244,815636
Region_08,Pulses,2021,147450,140805
Region_08,Pulses,2022,133341,932547
Region_08,Pulses,2022,140454,230015
Region_08,Pulses,2022,108124,829051
Region_08,Pulses,2022,125941,387071
Region_08,Pulses,2022,69695,220908
Region_08,Pulses,2022,110913,938822
Region_08,Pulses,2022,49823,951917
Region_08,Pulses,2023,107787,515382
Region_08,Pulses,2023,134524,67120
Region_08,Pulses,2023,29891,559563
Region_08,Pulses,2023,172877,736260
Region_08,Pulses,2023,68666,468902
Region_08,Pulses,2023,123205,208096
Region_08,Pulses,2023,154691,591130
Region_08,Millet,2015,84558,616281
Region_08,Millet,2015,123305,756532
Region_08,Millet,2015,94256,99493
Region_08,Millet,2015,150695,777352
Region_08,Millet,2015,90108,198655
Region_08,Millet,2015,77978,949494
Region_08,Millet,2015,120932,862064
Region_08,Millet,2016,122825,885070
Region_08,Millet,2016,124941,325941
Region_08,Millet,2016,118477,802147
Region_08,Millet,2016,90739,196035
Region_08,Millet,2016,115167,531661
Region_08,Millet,2016,80660,380476
Region_08,Millet,2016,172955,314024
Region_08,Millet,2017,46743,545337
Region_08,Millet,2017,162792,636396
Region_08,Millet,2017,100442,88955
Region_08,Millet,2017,41932,340423
Region_08,Millet,2017,160808,57255
Region_08,Millet,2017,62333,233585
Region_08,Millet,2017,103746,369943
