Region,Crop,Year,Production_Tonnes,Population
Region_022,Yam,2014,260690,609191
Region_022,Yam,2015,223409,925950
Region_022,Yam,2015,272016,416785
Region_022,Yam,2015,300000,486816
Region_022,Yam,2015,199393,725926
Region_022,Yam,2016,210268,852882
Region_022,Yam,2016,286860,645931
Region_022,Yam,2016,280251,596231
Region_022,Yam,2016,206782,232346
Region_022,Yam,2017,258411,813573
Region_022,Yam,2017,271693,140056
Region_022,Yam,2017,297540,594941
Region_022,Yam,2017,205994,420463
Region_022,Yam,2018,252643,683337
Region_022,Yam,2018,246180,464173
Region_022,Yam,2018,221790,225369
Region_022,Yam,2018,253947,259962
Region_022,Yam,2019,275554,709001
Region_022,Yam,2019,296735,265133
Region_022,Yam,2019,99509,576960
Region_022,Yam,2019,300000,180656
Region_022,Yam,2020,298721,615993
Region_022,Yam,2020,300000,759047
Region_022,Yam,2020,300000,359048
Region_022,Yam,2020,232075,993677
Region_022,Yam,2021,270722,230553
Region_022,Yam,2021,242850,98957
Region_022,Yam,2021,300000,1000000
Region_022,Yam,2021,300000,702113
Region_022,Yam,2022,279811,263412
Region_022,Yam,2022,226964,499044
Region_022,Yam,2022,280921,1000000
Region_022,Yam,2022,267141,714017
Region_022,Yam,2023,151663,623306
Region_022,Yam,2023,300000,510403
Region_022,Yam,2023,270014,710229
Region_022,Yam,2023,251037,251405
Region_022,Yam,2024,289401,140152
Region_022,Yam,2024,300000,758447
Region_022,Yam,2024,300000,677633
Region_022,Yam,2024,220863,845678
Region_023,Wheat,2010,198152,210155
Region_023,Wheat,2010,246043,250000
Region_023,Wheat,2010,134214,915387
Region_023,Wheat,2010,145721,907072
Region_023,Wheat,2011,212979,517881
Region_023,Wheat,2011,186100,541000
Region_023,Wheat,2011,119185,590346
Region_023,Wheat,2011,157335,911430
Region_023,Wheat,2012,168786,776080
Region_023,Wheat,2012,142314,668856
Region_023,Wheat,2012,84878,167540
Region_023,Wheat,2012,219749,675280
Region_023,Wheat,2013,159769,479124
Region_023,Wheat,2013,205520,361477
Region_023,Wheat,2013,210209,288643
Region_023,Wheat,2013,150160,885352
Region_023,Wheat,2014,212505,174651
Region_023,Wheat,2014,213382,1000000
Region_023,Wheat,2014,217695,959421
Region_023,Wheat,2014,206367,664397
Region_023,Wheat,2015,205394,605885
Region_023,Wheat,2015,131864,807390
Region_023,Wheat,2015,300000,688090
Region_023,Wheat,2015,212565,155589
Region_023,Wheat,2016,233955,678354
Region_023,Wheat,2016,121177,130707
Region_023,Wheat,2016,286276,1000000
Region_023,Wheat,2016,203790,227464
Region_023,Wheat,2017,208654,573940
Region_023,Wheat,2017,135875,257813
Region_023,Wheat,2017,184391,59780
Region_023,Wheat,2017,276113,484757
Region_023,Wheat,2018,131927,122384
Region_023,Wheat,2018,171547,552521
Region_023,Wheat,2018,160756,882983
Region_023,Wheat,2018,184947,204519
Region_023,Wheat,2019,132381,590994
Region_023,Wheat,2019,227421,739066
Region_023,Wheat,2019,203142,981785
Region_023,Wheat,2019,212613,637584
Region_023,Wheat,2020,231188,1000000
Region_023,Wheat,2020,219470,908340
Region_023,Wheat,2020,255917,77652
Region_023,Wheat,2020,155430,1000000
Region_023,Wheat,2021,218474,1000000
Region_023,Wheat,2021,300000,923167
Region_023,Wheat,2021,195125,386006
Region_023,Wheat,2021,140263,1000000
Region_023,Wheat,2022,211612,521986
Region_023,Wheat,2022,279222,243834
Region_023,Wheat,2022,167314,235796
Region_023,Wheat,2022,239052,558852
Region_023,Wheat,2023,168964,327447
Region_023,Wheat,2023,113956,781490
Region_023,Wheat,2023,226696,375511
Region_023,Wheat,2023,281887,670779
Region_023,Wheat,2024,240145,840597
Region_023,Wheat,2024,230259,901844
Region_023,Wheat,2024,140884,131391
Region_023,Wheat,2024,178105,117386
Region_023,Rice,2010,117583,382647
Region_023,Rice,2010,217833,519020
Region_023,Rice,2010,124069,267306
Region_023,Rice,2010,145797,665619
Region_023,Rice,2011,214523,934146
Region_023,Rice,2011,121102,500774
Region_023,Rice,2011,77802,763655
Region_023,Rice,2011,272477,954449
Region_023,Rice,2012,164750,403974
Region_023,Rice,2012,161878,132856
Region_023,Rice,2012,138200,75049
Region_023,Rice,2012,127922,641922
Region_023,Rice,2013,32786,984498
Region_023,Rice,2013,182800,124460
Region_023,Rice,2013,227739,830918
Region_023,Rice,2013,205359,910245
Region_023,Rice,2014,160321,454926
Region_023,Rice,2014,242968,879016
Region_023,Rice,2014,161992,151057
Region_023,Rice,2014,84145,419686
Region_023,Rice,2015,157135,454613
Region_023,Rice,2015,125053,337084
Region_023,Rice,2015,293080,877505
Region_023,Rice,2015,200946,972281
Region_023,Rice,2016,198915,811195
Region_023,Rice,2016,136790,374571
Region_023,Rice,2016,138650,967187
Region_023,Rice,2016,157756,331485
Region_023,Rice,2017,220725,513177
Region_023,Rice,2017,161334,998467
Region_023,Rice,2017,274937,568271
Region_023,Rice,2017,181281,329759
Region_023,Rice,2018,164621,765015
Region_023,Rice,2018,196204,1000000
Region_023,Rice,2018,230499,269442
Region_023,Rice,2018,187706,442223
Region_023,Rice,2019,187491,348564
Region_023,Rice,2019,164674,292769
Region_023,Rice,2019,192610,436305
Region_023,Rice,2019,96620,811451
Region_023,Rice,2020,158955,330934
Region_023,Rice,2020,197436,556736
Region_023,Rice,2020,213162,728036
Region_023,Rice,2020,225461,639530
Region_023,Rice,2021,131366,558734
Region_023,Rice,2021,265162,375064
Region_023,Rice,2021,201297,759527
Region_023,Rice,2021,221609,60270
Region_023,Rice,2022,231126,101602
Region_023,Rice,2022,272100,294771
Region_023,Rice,2022,144020,686024
Region_023,Rice,2022,164613,585278
Region_023,Rice,2023,166791,596359
Region_023,Rice,2023,246181,784396
Region_023,Rice,2023,151402,448786
Region_023,Rice,2023,182174,552394
Region_023,Rice,2024,76968,366489
Region_023,Rice,2024,266215,669638
Region_023,Rice,2024,226685,448510
Region_023,Rice,2024,183608,496126
Region_023,Maize,2010,144454,112600
Region_023,Maize,2010,244241,663876
Region_023,Maize,2010,74991,776212
Region_023,Maize,2010,111128,573142
Region_023,Maize,2011,141699,862020
Region_023,Maize,2011,170133,974669
Region_023,Maize,2011,186444,207551
Region_023,Maize,2011,129749,705036
Region_023,Maize,2012,78323,227077
Region_023,Maize,2012,164916,655612
Region_023,Maize,2012,177076,746208
Region_023,Maize,2012,142161,779916
Region_023,Maize,2013,138195,348246
Region_023,Maize,2013,173402,533704
Region_023,Maize,2013,500,113452
Region_023,Maize,2013,137508,764329
Region_023,Maize,2014,17031,258439
Region_023,Maize,2014,239248,935645
Region_023,Maize,2014,123208,793818
Region_023,Maize,2014,228549,463120
Region_023,Maize,2015,185372,233649
Region_023,Maize,2015,114071,1000000
Region_023,Maize,2015,196186,158280
Region_023,Maize,2015,97039,931997
Region_023,Maize,2016,152499,993498
Region_023,Maize,2016,164824,377068
Region_023,Maize,2016,62337,349622
Region_023,Maize,2016,178319,412688
Region_023,Maize,2017,200529,138669
Region_023,Maize,2017,216389,234563
Region_023,Maize,2017,144192,933273
Region_023,Maize,2017,202871,759781
Region_023,Maize,2018,221606,629551
Region_023,Maize,2018,123537,910075
Region_023,Maize,2018,110941,982815
Region_023,Maize,2018,161600,164611
Region_023,Maize,2019,179165,942053
Region_023,Maize,2019,222809,173452
Region_023,Maize,2019,286646,355502
Region_023,Maize,2019,220031,890121
Region_023,Maize,2020,99712,596489
Region_023,Maize,2020,199064,285142
Region_023,Maize,2020,139427,786429
Region_023,Maize,2020,174769,811346
Region_023,Maize,2021,175375,196887
Region_023,Maize,2021,158968,222925
Region_023,Maize,2021,144243,445376
Region_023,Maize,2021,139515,630376
Region_023,Maize,2022,202336,60109
Region_023,Maize,2022,171067,544531
Region_023,Maize,2022,195744,504464
Region_023,Maize,2022,218869,780021
Region_023,Maize,2023,224872,1000000
Region_023,Maize,2023,205320,373265
Region_023,Maize,2023,232190,425575
Region_023,Maize,2023,214855,388343
Region_023,Maize,2024,168259,538706
Region_023,Maize,2024,241024,799422
Region_023,Maize,2024,300000,363007
Region_023,Maize,2024,114375,595987
Region_023,Barley,2010,273400,788225
Region_023,Barley,2010,144172,706001
Region_023,Barley,2010,229448,941386
Region_023,Barley,2010,226698,543720
Region_023,Barley,2011,141945,988452
Region_023,Barley,2011,183550,617323
Region_023,Barley,2011,172423,512303
Region_023,Barley,2011,153840,379559
Region_023,Barley,2012,165879,526867
Region_023,Barley,2012,160619,683555
Region_023,Barley,2012,221398,894526
Region_023,Barley,2012,83963,812173
Region_023,Barley,2013,115780,268753
Region_023,Barley,2013,216635,265796
Region_023,Barley,2013,197752,496391
Region_023,Barley,2013,161013,504399
Region_023,Barley,2014,150941,485268
Region_023,Barley,2014,262522,154793
Region_023,Barley,2014,248697,926535
Region_023,Barley,2014,221340,289098
Region_023,Barley,2015,196211,703984
Region_023,Barley,2015,131174,631270
Region_023,Barley,2015,177124,844482
Region_023,Barley,2015,197715,699062
Region_023,Barley,2016,200317,938605
Region_023,Barley,2016,159472,570486
Region_023,Barley,2016,110326,258211
Region_023,Barley,2016,238317,611471
Region_023,Barley,2017,216219,673055
Region_023,Barley,2017,202154,299933
Region_023,Barley,2017,263236,918075
Region_023,Barley,2017,254649,683443
Region_023,Barley,2018,209189,151933
Region_023,Barley,2018,211026,102907
Region_023,Barley,2018,169182,404938
Region_023,Barley,2018,163334,524711
Region_023,Barley,2019,257063,506563
Region_023,Barley,2019,217346,709827
Region_023,Barley,2019,164171,786772
Region_023,Barley,2019,193892,730676
Region_023,Barley,2020,277793,996441
Region_023,Barley,2020,298373,501308
Region_023,Barley,2020,135466,983432
Region_023,Barley,2020,282426,81678
Region_023,Barley,2021,133573,457372
Region_023,Barley,2021,181860,826600
Region_023,Barley,2021,227217,181340
Region_023,Barley,2021,127841,644697
Region_023,Barley,2022,230185,186279
Region_023,Barley,2022,210772,453044
Region_023,Barley,2022,300000,359780
Region_023,Barley,2022,263549,536153
Region_023,Barley,2023,246003,864327
Region_023,Barley,2023,220602,162363
Region_023,Barley,2023,229696,173582
Region_023,Barley,2023,243131,745879
Region_023,Barley,2024,178451,339082
Region_023,Barley,2024,174359,725290
Region_023,Barley,2024,147658,490275
Region_023,Barley,2024,143264,727006
Region_023,Sorghum,2010,124948,624234
Region_023,Sorghum,2010,130601,180875
Region_023,Sorghum,2010,93302,848505
Region_023,Sorghum,2010,300000,155608
Region_023,Sorghum,2011,131530,604217
Region_023,Sorghum,2011,192499,690578
Region_023,Sorghum,2011,200544,548580
Region_023,Sorghum,2011,156974,252705
Region_023,Sorghum,2012,162668,831388
Region_023,Sorghum,2012,243632,935737
Region_023,Sorghum,2012,93778,403473
Region_023,Sorghum,2012,194827,735999
Region_023,Sorghum,2013,198063,972618
Region_023,Sorghum,2013,160585,769798
Region_023,Sorghum,2013,231707,784181
Region_023,Sorghum,2013,192678,953399
Region_023,Sorghum,2014,192595,992237
Region_023,Sorghum,2014,231014,694692
Region_023,Sorghum,2014,225486,758718
Region_023,Sorghum,2014,138402,98862
Region_023,Sorghum,2015,248401,421305
Region_023,Sorghum,2015,161986,730351
Region_023,Sorghum,2015,135613,154942
Region_023,Sorghum,2015,155078,509685
Region_023,Sorghum,2016,252660,790102
Region_023,Sorghum,2016,213609,649815
Region_023,Sorghum,2016,250915,946316
Region_023,Sorghum,2016,51817,215978
Region_023,Sorghum,2017,300000,203148
Region_023,Sorghum,2017,261308,790376
Region_023,Sorghum,2017,253399,877867
Region_023,Sorghum,2017,92539,876311
Region_023,Sorghum,2018,143930,969869
Region_023,Sorghum,2018,159263,117066
Region_023,Sorghum,2018,207872,894608
Region_023,Sorghum,2018,264186,568726
Region_023,Sorghum,2019,153368,761365
Region_023,Sorghum,2019,230201,465123
Region_023,Sorghum,2019,239082,845069
Region_023,Sorghum,2019,142336,360866
Region_023,Sorghum,2020,185216,947042
Region_023,Sorghum,2020,187775,745853
Region_023,Sorghum,2020,197694,801922
Region_023,Sorghum,2020,218967,317296
Region_023,Sorghum,2021,217290,100497
Region_023,Sorghum,2021,270877,271341
Region_023,Sorghum,2021,192413,160758
Region_023,Sorghum,2021,267205,423166
Region_023,Sorghum,2022,243233,127686
Region_023,Sorghum,2022,213114,479899
Region_023,Sorghum,2022,210264,421764
Region_023,Sorghum,2022,176660,93561
Region_023,Sorghum,2023,227824,775656
Region_023,Sorghum,2023,207663,990316
Region_023,Sorghum,2023,254483,708375
Region_023,Sorghum,2023,222724,770755
Region_023,Sorghum,2024,212348,813617
Region_023,Sorghum,2024,270775,949716
Region_023,Sorghum,2024,294188,719873
Region_023,Sorghum,2024,218293,181955
Region_023,Millet,2010,40269,643024
Region_023,Millet,2010,71376,824021
Region_023,Millet,2010,84229,329649
Region_023,Millet,2010,58035,785867
Region_023,Millet,2011,213505,892820
Region_023,Millet,2011,123907,75102
Region_023,Millet,2011,23523,681673
Region_023,Millet,2011,126161,852628
Region_023,Millet,2012,185384,451115
Region_023,Millet,2012,43399,797038
Region_023,Millet,2012,185642,564108
Region_023,Millet,2012,183582,51334
Region_023,Millet,2013,110547,161241
Region_023,Millet,2013,86677,376143
Region_023,Millet,2013,76873,973382
Region_023,Millet,2013,70658,983381
Region_023,Millet,2014,102274,169496
Region_023,Millet,2014,66345,935969
Region_023,Millet,2014,164781,333623
Region_023,Millet,2014,141393,736249
Region_023,Millet,2015,170460,403832
Region_023,Millet,2015,165373,281168
Region_023,Millet,2015,51192,387673
Region_023,Millet,2015,150223,451334
Region_023,Millet,2016,92218,278230
Region_023,Millet,2016,147771,53918
Region_023,Millet,2016,40960,868321
Region_023,Millet,2016,47883,440224
Region_023,Millet,2017,127135,997078
Region_023,Millet,2017,105674,858164
Region_023,Millet,2017,93683,815363
Region_023,Millet,2017,103660,458329
Region_023,Millet,2018,132473,640746
Region_023,Millet,2018,122022,625323
Region_023,Millet,2018,137058,518652
Region_023,Millet,2018,104048,720859
Region_023,Millet,2019,81620,179400
Region_023,Millet,2019,139320,783328
Region_023,Millet,2019,105823,754981
Region_023,Millet,2019,136453,810269
Region_023,Millet,2020,20080,341403
Region_023,Millet,2020,68423,58063
Region_023,Millet,2020,210615,503353
Region_023,Millet,2020,117608,232658
Region_023,Millet,2021,102717,770421
Region_023,Millet,2021,94400,913689
Region_023,Millet,2021,118660,70411
Region_023,Millet,2021,194243,1000000
Region_023,Millet,2022,106063,552486
Region_023,Millet,2022,97989,91710
Region_023,Millet,2022,152738,632883
Region_023,Millet,2022,184247,415748
Region_023,Millet,2023,142989,229711
Region_023,Millet,2023,84950,620222
Region_023,Millet,2023,85980,671245
Region_023,Millet,2023,120882,58880
Region_023,Millet,2024,121863,713105
Region_023,Millet,2024,139346,657026
Region_023,Millet,2024,65482,98901
Region_023,Millet,2024,152065,298220
Region_023,Pulses,2010,47949,255546
Region_023,Pulses,2010,71878,333407
Region_023,Pulses,2010,52878,918977
Region_023,Pulses,2010,126511,620307
Region_023,Pulses,2011,153406,135989
Region_023,Pulses,2011,66819,54036
Region_023,Pulses,2011,86712,533922
Region_023,Pulses,2011,97494,285823
Region_023,Pulses,2012,1197,169074
Region_023,Pulses,2012,60786,787728
Region_023,Pulses,2012,48655,779328
Region_023,Pulses,2012,118623,943133
Region_023,Pulses,2013,98336,289137
Region_023,Pulses,2013,13241,678003
Region_023,Pulses,2013,44265,80675
Region_023,Pulses,2013,202463,600530
Region_023,Pulses,2014,128650,351692
Region_023,Pulses,2014,51500,220948
Region_023,Pulses,2014,149035,579470
Region_023,Pulses,2014,51376,606463
Region_023,Pulses,2015,500,629701
Region_023,Pulses,2015,72751,687799
Region_023,Pulses,2015,26245,334203
Region_023,Pulses,2015,161695,465201
Region_023,Pulses,2016,185717,212044
Region_023,Pulses,2016,65413,346642
Region_023,Pulses,2016,82845,631026
Region_023,Pulses,2016,143937,105867
Region_023,Pulses,2017,101987,666932
Region_023,Pulses,2017,107546,578698
Region_023,Pulses,2017,109919,304188
Region_023,Pulses,2017,26709,221335
Region_023,Pulses,2018,170988,197170
Region_023,Pulses,2018,107030,283342
Region_023,Pulses,2018,110834,892606
Region_023,Pulses,2018,106179,756380
Region_023,Pulses,2019,50663,237021
Region_023,Pulses,2019,106473,362841
Region_023,Pulses,2019,33323,210379
Region_023,Pulses,2019,172965,694633
Region_023,Pulses,2020,33408,528905
Region_023,Pulses,2020,207130,620780
Region_023,Pulses,2020,110844,139095
Region_023,Pulses,2020,87799,662642
Region_023,Pulses,2021,108652,639641
Region_023,Pulses,2021,189157,836132
Region_023,Pulses,2021,76011,494965
Region_023,Pulses,2021,15774,364855
Region_023,Pulses,2022,54714,946334
Region_023,Pulses,2022,51362,664339
Region_023,Pulses,2022,150843,758558
Region_023,Pulses,2022,118900,376462
Region_023,Pulses,2023,113212,86819
Region_023,Pulses,2023,114915,239961
Region_023,Pulses,2023,7671,1000000
Region_023,Pulses,2023,109430,161802
Region_023,Pulses,2024,159722,638126
Region_023,Pulses,2024,130392,941282
Region_023,Pulses,2024,90325,480995
Region_023,Pulses,2024,64173,591736
Region_023,Cassava,2010,180294,850660
Region_023,Cassava,2010,239410,722264
Region_023,Cassava,2010,90447,451754
Region_023,Cassava,2010,176813,672695
Region_023,Cassava,2011,194857,642900
Region_023,Cassava,2011,215694,186649
Region_023,Cassava,2011,131334,795986
Region_023,Cassava,2011,80144,981152
Region_023,Cassava,2012,184769,472882
Region_023,Cassava,2012,166604,813886
Region_023,Cassava,2012,300000,739171
Region_023,Cassava,2012,281424,329914
Region_023,Cassava,2013,61546,934792
Region_023,Cassava,2013,184729,669095
Region_023,Cassava,2013,193706,780625
Region_023,Cassava,2013,170884,820059
Region_023,Cassava,2014,167657,542684
Region_023,Cassava,2014,192366,555833
Region_023,Cassava,2014,184519,82404
Region_023,Cassava,2014,215921,795460
Region_023,Cassava,2015,202444,693069
Region_023,Cassava,2015,180488,942199
Region_023,Cassava,2015,169703,616156
Region_023,Cassava,2015,274558,884565
Region_023,Cassava,2016,111170,814448
Region_023,Cassava,2016,203807,166223
Region_023,Cassava,2016,156399,749089
Region_023,Cassava,2016,113506,224737
Region_023,Cassava,2017,217620,775263
Region_023,Cassava,2017,199733,257065
Region_023,Cassava,2017,249207,481299
Region_023,Cassava,2017,203036,578607
Region_023,Cassava,2018,183547,829060
Region_023,Cassava,2018,300000,393878
Region_023,Cassava,2018,191413,859603
Region_023,Cassava,2018,210596,824892
Region_023,Cassava,2019,167850,142165
Region_023,Cassava,2019,223840,673465
Region_023,Cassava,2019,125600,347977
Region_023,Cassava,2019,251028,742905
Region_023,Cassava,2020,172895,572920
Region_023,Cassava,2020,237692,286453
Region_023,Cassava,2020,196800,837800
Region_023,Cassava,2020,156904,736604
Region_023,Cassava,2021,167006,748542
Region_023,Cassava,2021,260527,118906
Region_023,Cassava,2021,191743,917077
Region_023,Cassava,2021,217062,908167
Region_023,Cassava,2022,191824,1000000
Region_023,Cassava,2022,124690,681445
Region_023,Cassava,2022,154284,67814
Region_023,Cassava,2022,249770,844631
Region_023,Cassava,2023,205156,1000000
Region_023,Cassava,2023,194054,264082
Region_023,Cassava,2023,300000,85264
Region_023,Cassava,2023,126394,100865
Region_023,Cassava,2024,151831,352888
Region_023,Cassava,2024,266230,452816
Region_023,Cassava,2024,167091,546709
Region_023,Cassava,2024,230927,818193
Region_023,Yam,2010,212233,270383
Region_023,Yam,2010,190001,413501
Region_023,Yam,2010,277287,397655
Region_023,Yam,2010,221943,812091
Region_023,Yam,2011,226967,141303
Region_023,Yam,2011,206031,292388
Region_023,Yam,2011,204834,209238
Region_023,Yam,2011,253527,827485
Region_023,Yam,2012,300000,329156
Region_023,Yam,2012,298063,401124
Region_023,Yam,2012,292942,166899
Region_023,Yam,2012,208294,740476
Region_023,Yam,2013,207581,60115
Region_023,Yam,2013,198362,890649
Region_023,Yam,2013,214493,326105
Region_023,Yam,2013,230343,504570
Region_023,Yam,2014,283476,990991
Region_023,Yam,2014,277411,422763
Region_023,Yam,2014,298188,722104
Region_023,Yam,2014,238466,342611
Region_023,Yam,2015,238828,795731
Region_023,Yam,2015,161885,481752
Region_023,Yam,2015,245429,830883
Region_023,Yam,2015,250972,999491
Region_023,Yam,2016,246801,350352
Region_023,Yam,2016,193589,848414
Region_023,Yam,2016,255206,384818
Region_023,Yam,2016,220726,566631
Region_023,Yam,2017,255822,57720
Region_023,Yam,2017,281133,607536
Region_023,Yam,2017,214731,454197
Region_023,Yam,2017,183531,920667
Region_023,Yam,2018,239256,657544
Region_023,Yam,2018,300000,860280
Region_023,Yam,2018,220851,704215
Region_023,Yam,2018,279445,667633
Region_023,Yam,2019,293260,518689
Region_023,Yam,2019,252870,881580
Region_023,Yam,2019,214300,1000000
Region_023,Yam,2019,267173,275994
Region_023,Yam,2020,300000,759263
Region_023,Yam,2020,226182,821226
Region_023,Yam,2020,263301,310170
Region_023,Yam,2020,271212,87582
Region_023,Yam,2021,300000,461558
Region_023,Yam,2021,223452,961123
Region_023,Yam,2021,252062,944874
Region_023,Yam,2021,298545,543678
Region_023,Yam,2022,300000,963180
Region_023,Yam,2022,200382,211888
Region_023,Yam,2022,211319,182829
Region_023,Yam,2022,300000,795439
Region_023,Yam,2023,271223,123357
Region_023,Yam,2023,293550,913731
Region_023,Yam,2023,265146,759295
Region_023,Yam,2023,240343,850942
Region_023,Yam,2024,277608,113832
Region_023,Yam,2024,226091,819726
Region_023,Yam,2024,300000,252000
Region_023,Yam,2024,300000,900366
Region_024,Wheat,2010,102295,817411
Region_024,Wheat,2010,108884,994989
Region_024,Wheat,2010,217562,741870
Region_024,Wheat,2010,151633,414749
Region_024,Wheat,2011,201537,478287
Region_024,Wheat,2011,139003,741960
Region_024,Wheat,2011,214473,100216
Region_024,Wheat,2011,167405,958041
Region_024,Wheat,2012,138434,69645
Region_024,Wheat,2012,117251,197450
Region_024,Wheat,2012,174067,527172
Region_024,Wheat,2012,119569,149504
Region_024,Wheat,2013,121252,190300
Region_024,Wheat,2013,124710,157732
Region_024,Wheat,2013,47722,406640
Region_024,Wheat,2013,142099,93999
Region_024,Wheat,2014,107750,734123
Region_024,Wheat,2014,98013,847339
Region_024,Wheat,2014,186470,663584
Region_024,Wheat,2014,104907,305461
Region_024,Wheat,2015,201316,734123
Region_024,Wheat,2015,140100,1000000
Region_024,Wheat,2015,123038,281844
Region_024,Wheat,2015,217893,770962
Region_024,Wheat,2016,130615,565545
Region_024,Wheat,2016,217058,259199
Region_024,Wheat,2016,213774,1000000
Region_024,Wheat,2016,190059,926878
Region_024,Wheat,2017,128284,713281
Region_024,Wheat,2017,185999,472241
Region_024,Wheat,2017,154305,318655
Region_024,Wheat,2017,201676,402612
Region_024,Wheat,2018,116524,430745
Region_024,Wheat,2018,89036,618326
Region_024,Wheat,2018,172545,569315
Region_024,Wheat,2018,105244,503539
Region_024,Wheat,2019,141073,713507
Region_024,Wheat,2019,208341,307176
Region_024,Wheat,2019,207057,402886
Region_024,Wheat,2019,222308,915831
Region_024,Wheat,2020,267976,53131
Region_024,Wheat,2020,236777,342560
Region_024,Wheat,2020,167314,828250
Region_024,Wheat,2020,197511,630802
Region_024,Wheat,2021,220080,240290
Region_024,Wheat,2021,226772,565802
Region_024,Wheat,2021,156519,173005
Region_024,Wheat,2021,216864,583806
Region_024,Wheat,2022,252347,953885
Region_024,Wheat,2022,172484,451092
Region_024,Wheat,2022,145955,1000000
Region_024,Wheat,2022,89114,725603
Region_024,Wheat,2023,198721,421013
Region_024,Wheat,2023,141067,589827
Region_024,Wheat,2023,173731,1000000
Region_024,Wheat,2023,211072,196447
Region_024,Wheat,2024,126664,594997
Region_024,Wheat,2024,190701,460922
Region_024,Wheat,2024,215249,585648
Region_024,Wheat,2024,176616,644627
Region_024,Rice,2010,168341,97865
Region_024,Rice,2010,190433,68748
Region_024,Rice,2010,56237,77424
Region_024,Rice,2010,170577,142850
Region_024,Rice,2011,109898,71442
Region_024,Rice,2011,184556,268559
Region_024,Rice,2011,188943,876035
Region_024,Rice,2011,106211,683625
Region_024,Rice,2012,172637,997263
Region_024,Rice,2012,197707,158594
Region_024,Rice,2012,108880,769355
Region_024,Rice,2012,124539,560397
Region_024,Rice,2013,193120,375462
Region_024,Rice,2013,185666,895740
Region_024,Rice,2013,205028,853174
Region_024,Rice,2013,65125,123358
Region_024,Rice,2014,112700,862953
Region_024,Rice,2014,65445,775424
Region_024,Rice,2014,129538,805473
Region_024,Rice,2014,257405,309621
Region_024,Rice,2015,235987,665786
Region_024,Rice,2015,138715,917255
Region_024,Rice,2015,168959,468006
Region_024,Rice,2015,181390,416775
Region_024,Rice,2016,84741,211965
Region_024,Rice,2016,184215,881991
Region_024,Rice,2016,177103,495565
Region_024,Rice,2016,282643,183662
Region_024,Rice,2017,157708,560931
Region_024,Rice,2017,129677,1000000
Region_024,Rice,2017,151276,282588
Region_024,Rice,2017,201650,697889
Region_024,Rice,2018,241205,281093
Region_024,Rice,2018,129815,673412
Region_024,Rice,2018,145651,416623
Region_024,Rice,2018,187723,200124
Region_024,Rice,2019,80654,76290
Region_024,Rice,2019,195236,201315
Region_024,Rice,2019,219299,644637
Region_024,Rice,2019,118045,458036
Region_024,Rice,2020,192634,896810
Region_024,Rice,2020,200326,738044
Region_024,Rice,2020,208124,555584
Region_024,Rice,2020,151767,634442
Region_024,Rice,2021,238521,897724
Region_024,Rice,2021,142787,575794
Region_024,Rice,2021,128208,955631
Region_024,Rice,2021,199205,817093
Region_024,Rice,2022,272180,278823
Region_024,Rice,2022,220326,433374
Region_024,Rice,2022,169038,728015
Region_024,Rice,2022,280566,867423
Region_024,Rice,2023,163863,988367
Region_024,Rice,2023,234881,745349
Region_024,Rice,2023,256534,1000000
Region_024,Rice,2023,153403,902933
Region_024,Rice,2024,166377,90060
Region_024,Rice,2024,214663,395224
Region_024,Rice,2024,236858,464582
Region_024,Rice,2024,119678,963480
Region_024,Maize,2010,92376,331041
Region_024,Maize,2010,117840,132159
Region_024,Maize,2010,83339,847672
Region_024,Maize,2010,59692,57606
Region_024,Maize,2011,222360,795748
Region_024,Maize,2011,147078,117515
Region_024,Maize,2011,105673,412052
Region_024,Maize,2011,114659,109687
Region_024,Maize,2012,160552,384013
Region_024,Maize,2012,170915,377326
Region_024,Maize,2012,145876,391263
Region_024,Maize,2012,60325,538368
Region_024,Maize,2013,164819,420891
Region_024,Maize,2013,80989,160087
Region_024,Maize,2013,192611,663073
Region_024,Maize,2013,117729,1000000
Region_024,Maize,2014,98304,490153
Region_024,Maize,2014,188377,329582
Region_024,Maize,2014,70534,889589
Region_024,Maize,2014,208327,787238
Region_024,Maize,2015,107436,310511
Region_024,Maize,2015,175929,750508
Region_024,Maize,2015,94811,856977
Region_024,Maize,2015,139230,1000000
Region_024,Maize,2016,53115,1000000
Region_024,Maize,2016,113632,685687
Region_024,Maize,2016,129488,904315
Region_024,Maize,2016,171186,133386
Region_024,Maize,2017,149373,740301
Region_024,Maize,2017,101059,782137
Region_024,Maize,2017,104786,738906
Region_024,Maize,2017,93573,192079
Region_024,Maize,2018,50518,662536
Region_024,Maize,2018,116917,804170
Region_024,Maize,2018,116803,935971
Region_024,Maize,2018,120286,115568
Region_024,Maize,2019,175809,201723
Region_024,Maize,2019,107792,224026
Region_024,Maize,2019,181127,411406
Region_024,Maize,2019,112181,914047
Region_024,Maize,2020,167994,380823
Region_024,Maize,2020,112799,167473
Region_024,Maize,2020,151733,933222
Region_024,Maize,2020,153208,945172
Region_024,Maize,2021,97254,595093
Region_024,Maize,2021,116486,341024
Region_024,Maize,2021,57524,748939
Region_024,Maize,2021,53552,453742
Region_024,Maize,2022,87092,204269
Region_024,Maize,2022,165786,167486
Region_024,Maize,2022,133632,183145
Region_024,Maize,2022,65961,150313
Region_024,Maize,2023,112835,107001
Region_024,Maize,2023,132364,786889
